year,runtime,director,star,rating
2007,90,Sandro Cecca,Andrea Osvárt,4.2
2005,93,Nick Vallelonga,Paul Sloan,2.8
2004,90,Billy Zane,Karina Lombard,7.7
2005,97,A. Raven Cruz,Scott Levy,2.2
2010,86,Benjamin Gourley,Drew Fuller,5.6
2013,179,Hidenori Inoue,Macoto Awane,7.4
2014,71,Brian K. Williams,Ellie Church,4.9
2014,90,R. Ellis Frazier,Gary Daniels,3.1
2001,87,Zoran Sudar,Goran Visnjic,4.9
2012,80,Brett Kelly,Emanuelle Carriere,1.5
2021,87,Dominic López,Michelle Manhart,3.9
2002,100,Terry Cunningham,Nick Cornish,4.8
2017,63,Aaron Pederis,Jade Matthew,4.7
2016,46,Wyatt Weed,Wyatt Weed,6.8
2016,96,Brett M. Butler,Dylan Bruce,4.6
2016,80,Tanner Beard,Tanner Beard,6.1
2015,94,Tom Seidman,Sam Bearpaw,5.1
2012,84,Carlo Fusco,Domenico Albergo,2.4
2000,75,Kamoon Song,Kathleen Barr,4.5
2019,87,Lennert Hillege,Susanne Wolff,5.5
2009,99,Colleen Patrick,Elisabeth Röhm,3.3
2012,90,Tony Clay,Angelie Almendare,5.3
2001,82,Walbercy Ribas,Rita Almeida,5.5
2015,104,Laron Austin,Errol Sadler,6.0
2002,90,Franklin A. Vallette,Tyler Christopher,3.6
2007,85,Hank Braxtan,Tim Johnson,5.2
2007,79,Chris Lackey,Tim Curry,5.6
2017,53,Isamu Hirabayashi,Omi Minami,3.7
2004,95,mink,Shaun Baker,3.2
2005,101,Michael Worth,Jenya Lano,5.3
2002,92,Terry Cunningham,Mädchen Amick,3.6
2016,90,Markus F. Adrian,Gedeon Burkhard,5.3
2015,49,Matt Carter,Davis Brooks,5.8
2018,102,Pongsa Kornsri,Kanokchat Manyaton,7.4
2013,92,Andrew Kightlinger,Tony Todd,3.9
2013,93,Ray O'Neill,Ray O'Neill,2.3
2013,97,Vincent Woods,Stephen Tompkinson,4.9
2002,115,Ebrahim Hatamikia,Hamid Farrokhnezhad,7.3
2000,80,Albert Pyun,Ice-T,2.2
2022,110,Michael Fredianelli,Derek Crowe,7.2
2010,120,John Depew,Jared Starr,3.0
2002,103,Louis-Pascal Couvelaire,Jean-Hugues Anglade,5.5
2021,48,Twant Lavish,Twant Lavish,8.7
2010,77,Thomas Cappelen Malling,Mads Ousdal,5.0
2012,88,Nathan Ellering,Joey Brown,2.6
2012,85,Baxter Churchville,Tyler Weaver Jr.,7.9
2004,100,Evgeniy Lavrentev,Aleksey Makarov,5.2
2007,96,Len Kabasinski,Brian Heffron,2.7
2009,97,Jason Figgis,Emmett J Scanlan,6.5
2001,97,Richard Pepin,Antonio Sabato Jr.,3.8
2016,90,Ari Taub,Sala Baker,6.7
2016,85,Daniel Zirilli,Hari Das Ahatefu,3.3
2010,91,Dennis Law,Tian-Lin Wang,5.2
2009,90,Christopher J. Martin,Joe Estevez,3.7
2017,119,George Pan Andreas,George Pan Andreas,6.6
2015,100,Michael Lansu,Matt Singletary,2.7
2001,90,Russell Gannon,Lochlyn Munro,4.9
2011,105,Diego Hallivis,Phil Haus,4.4
2008,98,David Murphy,Keith David,3.4
2013,85,Aaron Kurmey,Ryan Agnew,2.3
2022,99,Nathan Staley,Neil Bhagwani,9.2
2007,96,C. Roma,Jason London,3.3
2003,100,Joseph Zito,Dylan Walsh,3.5
2001,95,Michael J. Hein,Sprague Grayden,3.2
2018,124,Errol Sack,Eric Roberts,7.2
2018,70,Chenyang Yin,Siu-Wong Fan,6.8
2014,89,Mathieu Weschler,Seydina Baldé,3.0
2002,100,Alex Erkiletian,Denise Crosby,4.8
2005,124,Kyung-taek Kwak,Jang Dong-Gun,5.7
2010,95,Max Bartoli,Silvia Baldassini,3.1
2017,82,Ben Butler,J.R. Villarreal,6.3
2010,96,Brendon O'Loughlin,Jamie Foreman,5.1
2014,85,Mark Atkins,Scott Martin,2.8
2017,95,Carl Anthony Payne II,Khalil Kain,6.1
2002,97,Hank Whetstone,Jim Fitzpatrick,5.1
2018,100,Patrick Jerome,Chandra Thomas,6.0
2008,75,Ara Paiaya,Ara Paiaya,6.5
2010,90,Tammi Sutton,Barbara Nedeljakova,3.5
2017,69,Mark Polonia,Greta Volkova,2.7
2009,120,Adam R. Steigert,Michael O'Hear,3.4
2017,100,Mac Jay,Mac Jay,6.4
2022,93,Michael Fredianelli,Boynton Paek,7.8
2002,92,Lloyd A. Simandl,Olivier Gruner,4.0
2009,84,Jim Wynorski,Michael Madsen,2.0
2000,100,Donald Borza II,Donald Borza II,9.0
2000,93,Michael J. Sarna,Joe Lara,3.5
2014,97,Mj Dixon,Jade Wallis,3.8
2020,105,Joseph Sayer,Blake Webb,6.6
2019,60,Anthony Polonia,Dave Fife,3.9
2017,75,John Paul Ceramello,Jennifer Agostini,5.2
2019,106,Aditya Sarpotdar,Bidita Bag,7.6
2015,85,Giulio De Santi,Wilmar Zimosa,5.5
2010,92,Jason Konopisos-Alvarez,Charles Durning,4.4
2007,96,York Alec Shackleton,Nick Annunziata,3.6
2003,93,Phillip J. Roth,Michael Ironside,3.2
2022,96,Chris D. Davison,Derrick De-Mond,2.5
2012,84,Inon Shampanier,Dominic Monaghan,6.3
2013,96,Landon Ashworth,Landon Ashworth,6.0
2015,62,Koichi Sakamoto,Takuya Negishi,7.0
2001,92,Art Camacho,Richard Grieco,3.5
2001,115,Neil Hollander,Stacy Keach,7.0
2002,90,Ken Sanzel,Lou Diamond Phillips,5.5
2003,143,Sangeeth Sivan,Zayed Khan,3.8
2008,121,Oleg Pogodin,Vladimir Epifantsev,6.0
2017,87,Christian Nichols,Christian Nichols,6.1
2008,90,Phenomenon,Lou Diamond Phillips,2.3
2009,80,Eugene Baldovino,Jacki R. Chan,3.7
2014,93,Kyle William Roberts,Kyle Whalen,4.0
2013,92,Bryan C. Goff,Nathan Staveley,4.7
2015,95,Eli Hershko,Patrick Duke Conboy,6.5
2017,120,Danny Darren,Danny Darren,6.6
2015,90,Livi Zheng,Ken Zheng,4.2
2007,116,Kome Kongkiat Komesiri,Akara Amarttayakul,6.2
2013,78,Pascal,Pascal,2.5
2009,87,Xin Xin Xiong,Luxia Jiang,4.4
2010,93,Peng Zhang Li,Peng Zhang Li,4.0
2020,93,Kel Thompson,Kyle Barnett,4.7
2018,65,Jon Blaze,Anne Beyer,5.5
2017,84,Kerry Carlock,Vicky Jeudy,3.7
2012,102,Drill Instructor Gomez,Drill Instructor Gomez,7.7
2003,86,Paul Wynne,Juvenile,2.5
2018,88,Steven M. Smith,Jon-Paul Gates,2.4
2014,79,Jack Johnson,Jay Davis,5.0
2001,93,Paul Wynne,Laura Putney,2.3
2006,93,Ron Wolotzky,Jason London,3.4
2017,93,Adam R. Steigert,Chris Barbis,4.6
2015,90,Ben Anderson,Sam Vincent,7.8
2021,48,John Carroll DeShazier,Clinton D. Walker,9.9
2006,100,Max Makowski,Francis Ng,5.6
2017,95,Arjin Uppal,Gulshan Grover,7.1
2013,85,Adam R. Steigert,Richard Satterwhite,3.7
2011,125,Prashant Chadha,Sachiin Joshi,4.4
2014,84,Peter Hurd,Brad Dourif,3.5
2018,101,Joon-Hyeong Heo,Kim Dae-Gon,6.2
2021,102,Edward Calvin Green,Sharmaarke Purcell,5.7
2004,103,Nunzio La Bianca,Joe Murabito,2.5
2018,106,Lundon Boyd,Lundon Boyd,6.3
2013,107,Carlos Etzio Roman,Carlos Etzio Roman,3.9
2000,94,Lloyd A. Simandl,Kate Rodger,3.9
2021,83,Larry Humphrey,Eric Roberts,5.2
2019,57,Jonathon Glickman,Jonathon Glickman,6.5
2008,88,Darrell Mapson,Alexandra Gorman,2.5
2014,97,Rob Baard,Rob Baard,1.6
2002,90,Richard Gale,Kerr Smith,5.7
2014,92,David Lam,Louis Koo,5.4
2016,110,Anup Kurian,Kartik Elangovan,5.4
2017,80,Matt Spease,Hailee Mason,4.0
2005,90,Peter Sullivan,Andre McCoy,2.8
2003,92,Jonathan Freedman,Randall Batinkoff,4.1
2006,89,Terry Ingram,Mickey Hardt,3.4
2001,98,Mike Norris,Fred Williamson,5.9
2018,105,Bill Little,Chris Capaldi,8.2
2009,155,Siva,Gopichand,5.0
2005,132,Aleksey Sidorov,Denis Nikiforov,5.9
2022,46,Lachlan Mlinaric,William Cherry,10.0
2006,115,Sam Akina,Jerry Lloyd,4.8
2010,160,K.C. Bokadia,Sunny Deol,3.1
2014,88,Joseph O'Brien,David Hayter,3.9
2015,77,Micah Moore,David Berberian,8.6
2018,98,Todd Bartoo,Jamie Bernadette,2.8
2019,100,Mickey Fonseca,Gil Alexandre,6.0
2016,105,Logan Hunter,Tony Bartele,7.4
2006,125,Suresh Krishna,Zayed Khan,4.0
2007,90,Kenn Scott,Ilram Choi,4.2
2016,76,Brett Bentman,Judd Nelson,5.0
2012,94,Ward Roberts,Amber Benson,4.8
2005,92,Timothy Boyle,Sam Worthington,3.6
2013,120,Ryszard Bugajski,Janusz Gajos,6.8
2009,82,Shane Ryan-Reid,Elissa Dowling,4.7
2006,90,Franklin Guerrero Jr.,Leslie Anne Valenza,4.2
2018,107,Adrian Castro,Tamara Guo,3.7
2018,87,Rene Perez,Robert Amstler,2.8
2014,97,Ian Vernon,Paul Harrison,3.9
2015,105,Moritz Rechenberg,Rick Mancia,4.4
2019,107,Jamal Hall,Marc John Jefferies,8.6
2002,115,Christopher Roth,Frank Giering,5.5
2013,79,Mark Polonia,James Carolus,2.7
2014,115,Adam R. Steigert,Devanny Pinn,4.9
2009,90,Robert Conway,Dustin James Leighton,3.5
2018,90,Jonathan Zuck,Dave Coyne,6.1
2018,90,Jason Lupish,Erica Sherwood,9.2
2003,85,Jae-woong Kwon,Alexandra Boyd,3.9
2015,83,Anoop Rangi,Mark Mikita,3.1
2007,75,Chris Stapp,Chris Stapp,5.4
2007,90,Ray Brady,Gordon Alexander,6.8
2015,91,Thomas Shapiro,Max Aria,2.4
2019,98,Jessie Topsi,Dane Or,5.1
2020,141,Mike Brown,Mike Brown,3.2
2019,88,Chris Larceny,Roberto Escobar,7.0
2001,94,Mark Roper,Gary Daniels,3.4
2005,90,Mikey Hilb,Marshall Allman,5.1
2004,103,Kjell Sundvall,Shanti Roney,4.9
2019,62,Iain Fulton,Jesse Aquiningo,4.6
2007,90,Gerry Lively,Til Schweiger,4.0
2018,81,Mike McCutchen,Christie Gilliam Ali,6.2
2019,88,Loren W. Lepre,R. Marcus Taylor,3.8
2010,145,Sanjay Puran Singh Chauhan,Farooq Shaikh,6.3
2000,90,Jesús Franco,Rachel Sheppard,3.2
2002,121,Yun-su Chong,Seung-woo Kim,4.9
2009,79,Julian Cheah,Julian Cheah,3.5
2010,100,Lucky Kuswandi,Joko Anwar,6.4
2008,90,Grant Harvey,Tom Green,4.3
2016,89,Humberto Castro,Humberto Castro,6.9
2012,45,Noor Sayyed,Alankrita Dogra,7.5
2010,90,Shaun Rana,Sami Darr,2.5
2009,103,Häkon Gundersen,Lene Nystrøm,4.3
2015,90,John Depew,Mike Pfaff,3.1
2007,88,Wayne Kennedy,Ho-Sung Pak,3.6
2020,81,Christopher Forbes,Jezibell Anat,4.6
2011,101,Marv Z Silverman,George Thomas,6.9
2022,116,JJ Stomp,Aki Aleong,7.2
2015,75,Steve Lawson,Julian Boote,2.4
2017,95,Tim Altonen,Cliff D. Andrews,4.3
2021,64,Shane Fairbanks,Olivia Burmeister,5.4
2012,81,Steve Balderson,Jane Wiedlin,6.2
2003,85,Brandon Sonnier,Rahman Jamaal,6.2
2007,85,Daryush Shokof,Jack Taylor,7.2
2021,92,Ryan Altman,Adam Dorsey,5.1
2001,51,Tetsuo Imazawa,Brian Beacock,6.3
2022,120,Frank E. Jackson Jr.,Brett Bowie,5.9
2016,95,William L. Stewart,Ben Naasz,2.4
2015,122,Georgia Hilton,Tim Abell,2.4
2007,120,Dan Neira,Fernando Carrillo,5.4
2017,87,Aaron McCann,Toshi Okuzaki,6.5
2011,125,Hema Malini,Dharmendra,2.4
2016,80,Javier Ronceros,Jesse Woodrow,6.2
2001,89,John Terlesky,Mario Van Peebles,3.9
2014,112,Tines Sensahthe,Tines Sensahthe,8.1
2014,75,James Dibz Hunter,Erik Grey,4.6
2017,78,Morteza Jafari,Tonia Adiranaki,7.9
2018,103,Mark Steven Grove,Mark Steven Grove,4.4
2019,99,Greg Derasmo,Robert Pike Daniel,3.6
2000,97,Lloyd A. Simandl,Bo Svenson,3.4
2020,121,Michael Fredianelli,Trevor B. Nagle,3.8
2012,90,Alexa Makky,Gavin Andrus,2.6
2003,98,Phillip Avalon,Ryan Kwanten,3.4
2018,110,Will LeForestier,Christopher Gordon,4.9
2007,105,Soi Cheang,Shawn Yue,5.3
2009,87,Thanapon Maliwan,Michael B.,4.2
2014,240,Benjamin Hoyt,Laura Bailey,6.2
2010,250,Tony Watt,Tony Watt,1.1
2013,88,Alton Claude,Marvin Baldwin Jr.,6.5
2011,99,Vitaly Sumin,Rebecca Light,8.1
2014,73,Kyle James-Patrick,Brady Roberts,7.1
2010,90,Matthew R. Anderson,Luke Goss,3.0
2009,90,Chris Rogers,Avnit Arora,1.7
2021,90,Tsz Ying Lau,Shawn St. Cyr,4.1
2020,200,Alen Alic,Scott Burns,8.9
2022,56,Cameron Hereford,Sha'bree Ayers,6.4
2003,100,Benny Chan,Leon Lai,5.8
2000,91,Yossi Wein,Trae Thomas,3.3
2016,75,Jim Lujan,Robert Lujan,6.2
2016,100,Damian Chapa,Romina Di Lella,2.9
2005,95,Jingle Ma,Tony Chiu-Wai Leung,5.5
2001,89,Wei Tung,Ken Chang,4.8
2009,95,William Scharpf,Chris Carmack,3.9
2009,90,Babbar Subhash,Bobby Khan,4.1
2001,90,Alfred Cheung,Brendan Aucoin,3.6
2016,94,Warren Sheppard,Jennifer Hale,3.4
2021,115,Umanu Elijah,Uzor Arukwe,8.8
2018,94,Toka McBaror,Femi Adebayo,5.2
2014,93,Ray Eddy,Ray Eddy,7.5
2018,87,Dominik Starck,Everett Ray Aponte,3.7
2012,121,Chris Hickey,George Katt,5.4
2006,60,Scott Beck,Christy Sullivan,6.5
2012,96,Amin Matalqa,Farouk Al-Fishawy,6.2
2007,78,Douglas Aberle,Victor Perrotti,7.0
2017,133,Sion Sono,Yûsuke Arai,5.4
2010,85,Fabrice Genestal,Gilles Lellouche,4.6
2015,119,Ryan Dewar,Ian Grieve,7.7
2018,90,Don Overton,Harley Wallen,9.2
2004,86,Anthony J. Christopher,Jeff Fahey,5.3
2020,90,Nathan Hill,Nathan Hill,5.0
2017,92,Chad Chance,Chelsea Rae Bernier,2.5
2014,91,Marcus Aurelius Daniels,Marcus Aurelius,5.0
2004,85,Richard Jobson,Kevin McKidd,3.2
2013,107,Ian Chinsee,Benjamin Alldridge,2.0
2003,103,Daniel Lee,Vanness Wu,5.1
2000,90,Aman Chang,Wenzhuo Zhao,5.6
2011,107,Maqbool Khan,Manoj Bajpayee,5.7
2008,103,Leonel Vieira,Ivo Canelas,6.2
2018,90,Robert Paschall Jr.,Shannon Lucio,3.7
2018,87,James Mark,Can Aydin,4.0
2018,110,Antwan Smith,Rod Ball,5.2
2004,108,Wenn V. Deramas,AiAi Delas Alas,5.2
2014,60,Mikel-Jon West,General Blackery,4.6
2014,93,M. Shawn Cunningham,Rosa Aguayo,4.9
2000,102,Uro Q. Dela Cruz,Jomari Yllana,8.0
2015,98,Alex Padrutt,Mike Möller,4.4
2016,89,Frank Lin,Jae Phan,3.0
2005,95,Javier Chapa,Vanessa Alvarado,7.8
2014,90,Daniel Columbie,Carlos Guerrero,4.3
2020,54,Starwarsstudio100,Ceh Arseniy,8.0
2006,77,Patrick Desmond,Richard Conant,2.1
2017,86,Shane T. Hall,Simon Lyndon,4.4
2016,55,Liam Gartland Emond,Nicholas Arancibia Strachan,6.8
2001,95,Menahem Golan,Evgeny Afineevsky,4.4
2004,99,Bryan Goeres,Ricky Schroder,4.3
2012,102,Mike Möller,Mike Möller,3.2
2010,152,Sreenu Vaitla,Venkatesh Daggubati,5.4
2002,94,David Huey,Olivier Gruner,3.9
2017,81,Joseph Mbah,Matthew Goldring,4.8
2022,103,Daniel Friesen,Sandro Alcantara,7.7
2011,95,Andy Deliana,Gentjan Zenelaj,8.1
2021,111,James Boss,James Boss,6.0
2016,78,Zachary Ramelan,Jamie Tarantini,3.5
2020,90,Pranshuman Singh Naruka,Amanda Khan,9.1
2010,123,John Anton,Anthony Moscato,8.0
2021,56,James R. Temple,Robin Black,4.0
2003,83,Lazar Saric,Alexis Arquette,4.4
2010,91,James Boss,James Boss,3.4
2014,60,Tom Logan,Victoria Jackson,6.7
2015,74,Marcus Warren,Daniel Bayle,7.8
2000,88,Josh Evans,Michael Madsen,1.9
2010,87,Glenn Berggoetz,Glenn Berggoetz,7.7
2022,109,Andrew Jacob Brown,Andrew Jacob Brown,7.4
2017,92,Kamal Bansal,David Lodge,5.5
2019,100,Christopher Sheffield,Robert Aldredge,3.6
2013,101,Michael Effenberger,Frank Raffel,3.2
2001,100,Paul Winters,David Midthunder,5.2
2013,73,Daniel Armstrong,Kat Anderson,4.2
2021,80,Christopher Forbes,Sophie Adams,2.1
2009,80,Kenji Kamiyama,Christine M. Auten,6.8
2018,87,Chip Baker,Crispian Belfrage,6.1
2015,92,Iain Carson,Ethan McDowell,2.6
2011,100,Ryan Combs,Fabian Carrillo,5.1
2006,93,David Gleeson,Eriq Ebouaney,6.5
2018,88,Brian Cunningham,Abisha Uhl,5.0
2021,72,Franklin Correa,Charles Heimlich,1.2
2013,82,Filip Maciejewicz,Adrian Voo,3.0
2008,90,Frank Durant,Marilyn Chambers,7.0
2017,120,Joe McReynolds,Darcel Danielle,5.1
2015,101,Paul McAroni,Tom Kenny,6.3
2012,46,Charles Wiedman,David Christopher,7.6
2007,102,Jeff Brookshire,Gary Kohn,2.6
2006,91,Tommy Withrow,Jeff Fahey,2.2
2021,107,Jamal Doctor,Dan Sheynin,3.4
2015,90,Jake L. Reid,Jason Wing,5.8
2009,194,Vivita,Tony Watt,1.2
2009,90,Ben Myers,Adam Jarrell,7.4
2016,90,Christine Dupree,Deborah Dutch,2.9
2004,100,Esmé Lammers,Monique van de Ven,5.6
2007,135,Ziad Ahmed,Ben Affan,7.3
2014,104,Akira Hirose,Megumi Ageishi,4.5
2014,89,Livingston Oden,Armin Habibovich,3.0
2018,91,Sara Blecher,Ronak Patani,6.5
2019,92,Adrian Acevedo-Smith,Zach Scheerer,3.7
2014,91,Damian X. Fulton,Soren Fulton,4.9
2016,117,Aleksandr Voytinskiy,Kseniya Alfyorova,3.9
2011,60,Olan Rogers,Brett Driver,8.6
2013,100,James Balsamo,James Balsamo,3.6
2002,112,David Tybor,Rachel Nord,3.6
2018,76,Deborah Cardona,Tyhem Commodore,7.3
2004,100,Erik Matti,Vhong Navarro,5.6
2022,85,Thang Mung,Khai Boih,8.8
2018,83,Franklin Correa,Greta Quispe,3.0
2001,90,Michel Qissi,Youssef Qissi,3.6
2010,76,Dan Garcia,Billy Zane,2.4
2011,103,Asun Mawardi,Robin Shou,5.9
2010,85,Yohanna Idha,Yohanna Idha,6.5
2010,96,Adrian Santiago,Christopher Dimock,4.7
2016,92,Calvert David Miles,Alexandre Nicholas,6.9
2014,120,Ted Baldwin,Courtenay A'Kimmi,4.4
2002,120,Biju Varkey,Mammootty,4.8
2011,83,Nick Chamberlin,Craig Beeman,3.5
2011,45,Tarik Freitekh,Eias Kam,7.7
2000,87,Mark Savage,Paul Moder,5.5
2017,82,Matthew Sleeth,Adam McConvell,7.8
2011,75,Chris Tempel,Benjamin Baker,4.5
2002,90,James Archer,Mike Valletta,1.6
2003,80,Aleksandrs Petukhovs,Dzintars Belogrudovs,5.5
2022,123,Eric Elliott,Eric Elliott,8.4
2015,96,Al Franklin,Glenn Plummer,4.5
2013,90,Nathan Hill,Nathan Hill,3.4
2008,96,Tom Shell,Tony Todd,2.7
2007,85,Rowdy Stovall,Armand Assante,4.4
2018,62,Dmitry Kharchuk,Fnu Aruna,6.7
2017,110,Assen Blatechki,Assen Blatechki,5.0
2009,108,Tracy Meeker,David Serpa,7.7
2019,95,Michael Fredianelli,Keely Dervin,3.6
2006,90,Rafael Edholm,Andreas Wilson,4.7
2010,80,Christian Sesma,Jason Mewes,3.4
2016,78,Charlie Steeds,Costa Chard,2.2
2008,118,Siu-Ming Tsui,Dicky Cheung,5.0
2009,107,Brad Jurjens,Shane Wood,3.2
2009,180,Asshu Trikha,Mithun Chakraborty,5.6
2013,92,Tim Szczesniak,Tom Sizemore,3.7
2000,89,Chi-Leung Law,Leslie Cheung,6.6
2016,95,Sam Leong,Natsuna,6.0
2019,81,Bo Starks,Shannon Dee,8.5
2004,93,Jimmy Lee,Annie Lee,4.1
2010,94,Olivier Gruner,Olivier Gruner,2.4
2018,84,Michael Baumgarten,R. Marcus Taylor,7.8
2006,88,Kevin Lewis,John Savage,2.6
2018,119,G. Logan Dellinger,Jamie Nelson,6.1
2021,81,Helki Jackson,Torrence Amos,4.3
2016,81,Alberto Rodriguez,Eduardo España,5.1
2014,100,John Charles Hunt,Blanche Baker,5.7
2002,103,Bryan Goeres,Dean Cain,4.8
2016,103,Jing Wong,Andy Lau,3.9
2010,81,Neil Jones,Sebastian Street,3.1
2008,100,Ron Pohnel,Mel Novak,5.4
2015,50,Cisco Davis Jr.,Brie Pasko,6.7
2018,120,Isamu Imakake,Josh Keaton,6.6
2021,85,Jimmy Dasaint,Terrell Angelo,2.7
2009,94,Justin Eugene Evans,Michael Scovotti,5.9
2006,92,Mario Andreacchio,Patrick Bry,5.3
2011,87,Olaf de Fleur Johannesson,Zlatko Krickic,5.6
2020,124,Brendan Barry-Cotter,Brendan Barry-Cotter,8.4
2013,90,Chris Berkenkamp,Mike Dusi,8.5
2021,70,Paul J. Lane,Tony Fadil,8.0
2004,90,Jamel Aattache,Kim Ho Kim,3.6
2006,90,Jim Carroll,Hilary Kennedy,1.9
2010,98,Reese Eveneshen,Emily Alatalo,3.5
2018,90,John Maringouin,David Zellner,5.4
2007,92,Declan Mulvey,Dianna Agron,3.5
2019,79,Hilton Ariel Ruiz,Braeden Baade,3.1
2021,60,Brando Snider,Jack Rooney,3.1
2003,90,Detdrich McClure,Gabriella Biemforde,6.4
2013,75,David A. Malone,Arlington Lane II,5.7
2019,65,Saraya-Jade Bevis,Saraya-Jade Bevis,9.2
2013,87,Thomas Dixon,Clint Hummel,3.2
2018,86,Michael Fredianelli,John Ozuna,4.8
2020,90,Ryan Churchill,Mel Rodriguez,4.3
2010,89,J. Horton,Allen Perada,5.7
2006,120,Jeshua De Horta,Darin Scott,7.5
2012,90,Stefano Milla,Debbie Rochon,2.0
2021,73,Clay Moffatt,Gianna Frangella,3.3
2013,95,Tony Abulu,Hakeem Abdulrahman,4.8
2016,82,John O. Hartman,Massimo Lista,2.9
2009,95,Rob Grant,Graham Wardle,5.2
2017,83,Neil Mackay,Robert Nolan,7.0
2017,92,Bodunrin Sasore,Damilola Adegbite,6.1
2014,95,Jacob O'Brien Mulliken,Jacob O'Brien Mulliken,4.1
2006,85,Iren Koster,Elizabeth Daily,3.2
2010,85,Len Kabasinski,Brian Anthony,3.1
2019,94,Muhammad Al-Hmeli,Muhammad Al-Hmeli,5.0
2016,45,Samuel Chou,Lili Beaudoin,7.6
2016,95,Roy Chin,Dennis Oh,2.2
2020,97,Steve Rahaman,Daniel O'Shea,3.3
2002,96,Daniel Calparsoro,Eloy Azorín,6.3
2011,108,Joe E. Goodavage,Steven Bauer,5.3
2005,90,Dustin Rikert,Heather Marie Marsden,2.8
2001,100,Marcos Antonio Miranda,Michael Wehrhahn,4.0
2014,81,Bin Lee,Jade Carter,6.8
2018,103,Herman Yau,Francis Ng,5.3
2014,65,B. Anthony Gibson,Dean Amsler,5.0
2015,90,Jupiter J. Makins,Tristan Culbert,4.9
2015,96,Darin Wood,Jawara Duncan,5.4
2005,94,Mark Roper,Thomas Ian Griffith,3.3
2010,99,Scott L. Schwartz,Eddie Jemison,7.2
2018,120,Troy N. Ashford,Tom Sizemore,5.0
2017,98,Christopher Bickel,Victoria Elizabeth Donofrio,5.6
2017,120,Ranjan Ramanayake,Ranjan Ramanayake,6.2
2022,117,Michael Fredianelli,Michael Fredianelli,5.4
2005,86,James Seale,Grayson McCouch,5.0
2018,78,Elsa Garagarza,Yvette Nicole Brown,5.0
2012,103,Sam Gorski,Tanner Thomason,7.3
2010,89,Justin Timpane,Jay Saunders,2.9
2008,90,George Clarke,Phil Barnhill,3.6
2013,82,Luc Vinciguerra,Nathan Simony,6.2
2008,83,Amir Valinia,DMX,2.5
2018,82,Sam Qualiana,Simeon Qualiana,2.9
2018,108,Donny Armstrong,Angelo Ashmon,4.7
2013,95,Fred Carpenter,Sean Young,6.2
2018,76,Kelcey Coe,Chelsea Alexandria,4.7
2005,128,Shinji Higuchi,Kôji Yakusho,5.3
2014,73,Joshua Kennedy,Madelyn Wiley,5.1
2003,85,Art Camacho,Lorenzo Lamas,2.3
2021,93,Tanay Genco Ulgen,Stefan Morawietz,5.2
2002,97,Will Harper,Vincent Klyn,3.8
2017,111,Moses,Mercedes,4.3
2008,90,Ross Boyask,Brendan Carr,3.4
2017,99,Baoqiang Wang,Baoqiang Wang,3.8
2003,156,F.I. Manik,Mousumi,6.3
2008,95,Alec Joler,Scott Cordes,5.1
2020,67,David Jon Foster,David Jon Foster,4.1
2018,86,Mohsen Mohseni-Nasab,Pejman Bazeghi,3.1
2015,95,Frank A. Caruso,Jalal Merhi,5.9
2016,105,Larry Derr,Jessica Alexander,8.4
2012,88,Stephen Marro,Adam Storke,5.4
2003,105,Sarjit Bains,Manish Patel,2.9
2010,98,Keith Alan Morris,Zeb Halsell,3.6
2019,94,Abba Makama,Seun Ajayi,5.8
2021,85,Paul Winters,Sandy Penny,2.5
2017,45,Tomas Simonsen,Lena Hope,5.3
2001,90,David H. May,Loren Avedon,4.2
2003,89,Sacha Parisot,Mailon Rivera,4.5
2007,90,Terence H. Winkless,Maxwell Caulfield,3.3
2006,80,Gerald Nott,Clint Hummel,2.8
2006,85,Gino Cabanas,Amanda Brooks,3.9
2008,79,Sacha Bennett,Philip Glenister,5.1
2019,108,Lekhraj Patel,Krishna Karishma,5.2
2011,104,Yuthlert Sippapak,Abid,4.4
2004,95,Alki David,Alki David,4.5
2018,81,A'Ali de Sousa,Robert D. Parham,4.2
2019,83,Jeff Kapp,Mason Heidger,4.0
2015,95,Maninder Chana,Julie Romaniuk,7.2
2010,127,Daniel Falicki,Rachel Finan,2.7
2006,88,Daniel Zirilli,Lacey Toups,2.7
2007,118,Aigars Grauba,Janis Reinis,6.6
2017,96,Wayne Slaten,Eric Roberts,7.4
2001,90,Darrell Roodt,Gary Daniels,4.2
2015,127,Lukasz Barczyk,Crispin Glover,3.9
2015,85,J. Christian Ingvordsen,Stefanie Barbato,5.2
2003,80,David DeCoteau,Collin Stark,2.3
2015,76,Jeremiah Kipp,Tom Savini,4.5
2013,96,Michael Shershenovich,Irina Babushkina,8.6
2016,100,Sam Gaffin,Sam Gaffin,3.7
2016,83,Scott K. Foley,Kelly O'Sullivan,6.6
2009,89,Kieron Estrada,Frank Alvarez,8.1
2019,96,Josh Pierson,Jesse Janzen,6.6
2010,92,Chip Perro,Chip Perro,6.2
2008,82,Frank Sudol,Frank Sudol,4.1
2016,98,Gary R. Thieman,Caleb Meadows,5.2
2011,80,Kantz,Garret Sato,2.7
2021,80,Brett Bentman,Thom Hallum,2.2
2011,90,Len Kabasinski,Brian Anthony,5.3
2019,114,Eric B. Ramsey,Jomar Adams,7.3
2020,92,Meosha Bean,Arturo Adame,5.3
2019,105,Michael Fredianelli,Matt Monaco,5.8
2012,95,James Richards,Naomi Karpati,6.3
